cross, 0
8_b_n, 360
32, 365
t44_b, 426
t24_b, 441
8_b_r, 539
dot_b, 862
clef, 912
a_32, 946
flat, 1001
natural, 1001
dot, 1001
t44, 1001
16, 1001
t2, 1001
1, 1001
8, 1001
#, 1001
t4, 1001
t24, 1001
4, 1001
2, 1001
p, 1001
bar_b, 1001
chord, 1059
clef_b, 1319
32_b_n, 1416
32_b_r, 1428
16_b_n, 1440
16_b_r, 1440
a_1, 1702
a_16, 1861
flat_b, 2010
natural_b, 2052
#_b, 2215
a_8, 2323
a_2, 2489
a_4, 2767
bar, 6790
